h2a_entity_name,h2a_dba_or_agent,h2a_location_type,h2a_address,h2a_lat,h2a_lon,district_office,state,workers_certified,crop_activity,employment_period,laundromat_name,laundromat_address,laundromat_lat,laundromat_lon,distance_km,laundromat_hours,laundromat_phone,source_url,confidence,location_id,h2a_case_numbers,h2a_source_url,sensitive_housing,dedupe_note,geocode_source,geocode_status,h2a_county,laundromat_id,laundromat_source,laundromat_confidence,laundromat_state_query,osm_tags,radius_km,match_rank,match_status
Centrum Valley Farms LLP,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1795 Dogwood Ave, Alexander, IA, 50420",42.802535119121,-93.438714869942,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001842,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Brandon Pieper,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"11731 T Ave, Ackley, IA, 50601",42.532409864684,-93.105030613667,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001843,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"543 Jonquil Ave, Iowa Falls, IA, 50126",42.618223010298,-93.320968265551,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001844,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"257 Hwy 65, Iowa Falls, IA, 50126",42.578602376896,-93.204497528225,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001845,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"223 Juniper Ave, Alden, IA, 50006",42.583839918276,-93.310799051773,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001846,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1290 Hardin Rd, Iowa Falls, IA, 50126",42.55721527171,-93.271886736803,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001847,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
"Prairie Consulting, LLC","case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1227 Vine Ave, Geneva, IA, 50633",42.719757176174,-93.084948881454,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001848,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1913 Poplar Grove Ave, Blairsburg, IA, 50034",42.508677392206,-93.675928622231,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001849,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Centrum Valley Farms LLP,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1941 Indigo Ave, Latimer, IA, 50452",42.829241126514,-93.340243045776,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001850,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"10748 OO Ave, Iowa Falls, IA, 50126",42.54838542786,-93.188904521057,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001851,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1930 290th St, Stanhope, IA, 50246",42.368665262007,-93.790521019886,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001852,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"22385 D Ave, Radcliffe, IA, 50230",42.377736022582,-93.424821114428,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001853,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"482 Quail Ave, Geneva, IA, 50633",42.611638143855,-93.184330956788,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001854,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"341 Thrush Ave, Ackley, IA, 50601",42.591369236276,-93.125139627957,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001855,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
"Prairie Consulting, LLC","case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"21587 H Ave, Hubbard, IA, 50122",42.389261680409,-93.346882126288,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001856,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"13745 AA Ave, Alden, IA, 50006",42.503639524353,-93.469546135982,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001857,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1806 Sac & Fox Ave, Blairsburg, IA, 50034",42.528149594869,-93.607070407481,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001858,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"19694 Co Hwy D41, Iowa Falls, IA, 50126",42.397621105414,-93.316024038181,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001859,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"12823 140th St, Alden, IA, 50006",42.499993688884,-93.442882879804,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001860,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Centrum Valley Farms LLP,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"3071 240th St, Dows, IA, 50071",42.702711084189,-93.563588277855,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001861,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,WRIGHT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Centrum Valley Farms LLP,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1667 Lark Ave, Hampton, IA, 50441",42.782990272195,-93.28127284702,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001862,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Brandon Pieper,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"322 Nuthatch Ave, Iowa Falls, IA, 50126",42.588924658047,-93.234003821388,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001863,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"437 Nuthatch Ave, Iowa Falls, IA, 50126",42.605423545123,-93.233983843216,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001864,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"960 30th St, Alden, IA, 50006",42.57212333469,-93.341078480961,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001865,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"2043 Poplar Grove Ave., Blairsburg, IA, 50034",42.502639266952,-93.675870270261,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001866,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1632 Xircus Ave., Williams, IA, 50271",42.550833622371,-93.519010671229,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001867,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1887 40th St, Ackley, IA, 50601",42.585784239089,-93.146994680462,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001868,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1718 Poplar Grove, Blairsburg, IA, 50034",42.546634283488,-93.676009711043,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001869,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Non_Exact),Match,HAMILTON COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"724 Quail Ave, Geneva, IA, 50633",42.647277673036,-93.183700377413,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001870,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
"Prairie Consulting, LLC","case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"2240 105th St, Geneva, IA, 50633",42.679757508943,-93.082602655885,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001871,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"14333 AA Ave, Alden, IA, 50006",42.495201669687,-93.469498214759,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001872,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"10455 B Ave, Alden, IA, 50006",42.551148778233,-93.459562215355,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001873,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"16909 180th St, Buckeye, IA, 50043",42.441135799016,-93.367829232475,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001874,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Non_Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"13993 AA Ave, Alden, IA, 50006",42.500115344829,-93.469505967818,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001875,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"30450 IA-57, Ackley, IA, 50601",,,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,low,h2a_001876,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,,No_Match,HARDIN COUNTY,,,,,,8.0,,unresolved_h2a_location
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"13671 V Ave, Ackley, IA, 50601",42.505139967602,-93.066069085987,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001877,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Iowa Select Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"28362 IA-57, Ackley, IA, 50601",,,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,low,h2a_001878,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,,No_Match,HARDIN COUNTY,,,,,,8.0,,unresolved_h2a_location
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"13136 B Ave, Alden, IA, 50006",42.5122121324,-93.454974526574,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001879,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,HARDIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Summit Farms,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"1730 Lark Ave, Hampton, IA, 50441",42.793324979061,-93.28130470887,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,high,h2a_001880,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,US Census batch geocoder (Exact),Match,FRANKLIN COUNTY,,,,,,8.0,,no_laundromat_within_radius
Centrum Valley Farms LLP,"case employer RAM Nutrient Applications, LLC; POC Mark Rankin",worksite,"2151 140th St, Belmond, IA, 50421",,,DM,IA,5,Farm Worker/Laborer,01-Sep-2026 to 31-Dec-2026,,,,,,,,,low,h2a_001881,JO-A-300-26170-035344,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26170-035344,False,,,No_Match,WRIGHT COUNTY,,,,,,8.0,,unresolved_h2a_location
Keller Farms Inc,POC Lindsey Janssen,business,"435 S Bluff Road, Collinsville, IL, 62234",38.659909527481,-90.018077414804,CH,IL,2,"Grain, Corn, Beans, horseradish, horseradish, horseradish, horseradish | H-2A workers will be paid $13.28/hr",01-Sep-2026 to 07-Jun-2027,Osborn Cleaners,"806 West Main Street, Collinsville, IL, 62234",38.6668623,-89.9951341,2.137,,,https://www.openstreetmap.org/way/653466257,medium,h2a_001882,JO-A-300-26173-037040,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26173-037040,False,,US Census batch geocoder (Exact),Match,,osm_way_653466257,OpenStreetMap via Overpass API,medium,IL,"{""addr:city"": ""Collinsville"", ""addr:housenumber"": ""806"", ""addr:postcode"": ""62234"", ""addr:state"": ""IL"", ""addr:street"": ""West Main Street"", ""building"": ""commercial"", ""name"": ""Osborn Cleaners"", ""shop"": ""laundry""}",8.0,1,matched
Keller Farms Inc,POC Lindsey Janssen,business,"435 S Bluff Road, Collinsville, IL, 62234",38.659909527481,-90.018077414804,CH,IL,2,"Grain, Corn, Beans, horseradish, horseradish, horseradish, horseradish | H-2A workers will be paid $13.28/hr",01-Sep-2026 to 07-Jun-2027,(unnamed laundry listing),IL,38.6599461,-90.0869577,5.981,,,https://www.openstreetmap.org/node/6152737402,medium,h2a_001882,JO-A-300-26173-037040,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26173-037040,False,,US Census batch geocoder (Exact),Match,,osm_node_6152737402,OpenStreetMap via Overpass API,medium,IL,"{""shop"": ""laundry""}",8.0,2,matched
Keller Farms Inc,POC Lindsey Janssen,worksite,"308 South 7th Street, Charleston, MO, 63834",36.921629326979,-89.341134340869,SL,MO,2,"Grain, Corn, Beans, horseradish, horseradish, horseradish, horseradish | H-2A workers will be paid $13.28/hr",01-Sep-2026 to 07-Jun-2027,,,,,,,,,high,h2a_001883,JO-A-300-26173-037040,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26173-037040,False,,US Census batch geocoder (Exact),Match,MISSISSIPPI COUNTY,,,,,,8.0,,no_laundromat_within_radius
Keller Farms Inc/benton,case employer Keller Farms Inc; POC Lindsey Janssen,worksite,"3433 S Hwy 77, Sikeston, MO, 63801",37.033421886709,-89.461051964149,SL,MO,2,"Grain, Corn, Beans, horseradish, horseradish, horseradish, horseradish | H-2A workers will be paid $13.28/hr",01-Sep-2026 to 07-Jun-2027,,,,,,,,,high,h2a_001885,JO-A-300-26173-037040,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26173-037040,False,,US Census batch geocoder (Non_Exact),Match,SCOTT COUNTY,,,,,,8.0,,no_laundromat_within_radius
Keller Farms Inc/charleston,case employer Keller Farms Inc; POC Lindsey Janssen,worksite,"308 South 7th Street, Charleston, MO, 63834",36.921629326979,-89.341134340869,SL,MO,2,"Grain, Corn, Beans, horseradish, horseradish, horseradish, horseradish | H-2A workers will be paid $13.28/hr",01-Sep-2026 to 07-Jun-2027,,,,,,,,,high,h2a_001886,JO-A-300-26173-037040,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26173-037040,False,,US Census batch geocoder (Exact),Match,MISSISSIPPI COUNTY,,,,,,8.0,,no_laundromat_within_radius
Rivers Edge Dairy LLC,POC Kurt Schneider,business,"W2268 Hickory Hills Rd, Chilton, WI, 53014",44.057558094846,-88.152845788885,MN,WI,2,"Alfalfa, Corn, Winter Wheat | US workers will be paid $18.22/hr and H-2A workers will be paid $16.93/hr",12-May-2026 to 22-Dec-2026,,,,,,,,,high,h2a_001889,JO-A-300-26084-728451,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26084-728451,False,,US Census batch geocoder (Exact),Match,,,,,,,8.0,,no_laundromat_within_radius
Rivers Edge Dairy LLC,POC Kurt Schneider,worksite,"W2268 Hickory Hills Rd., Chilton, WI, 53014",44.057558094846,-88.152845788885,MN,WI,2,"Alfalfa, Corn, Winter Wheat | US workers will be paid $18.22/hr and H-2A workers will be paid $16.93/hr",12-May-2026 to 22-Dec-2026,,,,,,,,,high,h2a_001890,JO-A-300-26084-728451,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26084-728451,False,,US Census batch geocoder (Exact),Match,CALUMET COUNTY,,,,,,8.0,,no_laundromat_within_radius
River's Edge Dairy Llc.,case employer Rivers Edge Dairy LLC; POC Kurt Schneider,worksite,"W2268 Hickory Hills Rd., Chilton, WI, 53014",44.057558094846,-88.152845788885,MN,WI,2,"Alfalfa, Corn, Winter Wheat | US workers will be paid $18.22/hr and H-2A workers will be paid $16.93/hr",12-May-2026 to 22-Dec-2026,,,,,,,,,high,h2a_001892,JO-A-300-26084-728451,https://api.seasonaljobs.dol.gov/datahub-search/sjCaseData/zip/jo/2026-06-29#caseNumber=JO-A-300-26084-728451,False,,US Census batch geocoder (Exact),Match,CALUMET COUNTY,,,,,,8.0,,no_laundromat_within_radius
